-2.681565072770284,-0.3428103881979554,1
-2.161551385121901,-0.38735266194895945,1
-3.4633296825894213,-0.21923465848299,1
-3.2802892038577482,-0.7971642569820636,1
-3.0742795601422617,0.04247517010330434,1
-0.1390563123685402,0.6400092003297005,2
0.062421582973032796,0.331927492365167,2
0.0601807007321018,-0.12613624867853457,2
0.40987062278009234,0.39424951742654946,2
0.651966313510504,-0.44469062862749215,2
2.4139375837608554,0.5991670032533,3
3.19836937767629,-0.04301624281543468,3
3.981598487540788,-0.010418611937793594,3
2.4042693360077934,0.7503300236204447,3
2.550960025213061,0.4962070695620994,3
