[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
[-37271, -44371, 30000, 44413, -81938, 42280, 20161, 42441, -66526, -95177, 59633, -61278, -37971, 99355, -69304, -20352, 46101, -92794, -45581, -2025]
